order_id,ts_ms,seq,status,side,liquidity,src,reason,vwap,filled_qty,unfilled_qty,fee,fee_bps,gross,net,exec_cost_ticks_signed,mid,best,spread_paid_ticks,slip_ticks,target_notional,filled_notional,crossing,levels_crossed,adv_ticks
0,1766200182261,501512505176,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200182379,501512505258,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200182479,501512505369,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200182579,501512505438,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200182719,501512505645,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88180.8,0,0,1000,0,0,0,0
0,1766200182820,501512505746,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88180.9,0,0,1000,0,0,0,0
0,1766200182940,501512506011,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200183059,501512506143,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88180.7,0,0,1000,0,0,0,0
0,1766200183159,501512506273,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200183279,501512506468,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200183379,501512506614,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200183499,501512506726,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
0,1766200183599,501512506797,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200183699,501512506898,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
0,1766200183840,501512506991,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200184019,501512507149,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200184179,501512507263,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200184279,501512507328,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88186.3,0,0,1000,0,0,0,0
0,1766200184379,501512507815,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200184479,501512508883,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200184579,501512509759,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200184680,501512510436,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200184799,501512511294,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88176.1,0,0,1000,0,0,0,0
0,1766200184899,501512511887,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88181,0,0,1000,0,0,0,0
0,1766200185019,501512512568,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88180.9,0,0,1000,0,0,0,0
0,1766200185119,501512512965,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
0,1766200185559,501512515510,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200185739,501512516733,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200185859,501512516936,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88180.8,0,0,1000,0,0,0,0
0,1766200185960,501512517035,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200186079,501512517220,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200186179,501512517355,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200186399,501512517524,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200186499,501512517745,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200186599,501512517906,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200186740,501512518175,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200186979,501512518446,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88184.4,0,0,1000,0,0,0,0
0,1766200187160,501512518600,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88185.8,0,0,1000,0,0,0,0
0,1766200187299,501512518749,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
0,1766200187399,501512518852,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
0,1766200187519,501512518991,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
0,1766200187759,501512519172,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88180.9,0,0,1000,0,0,0,0
0,1766200188199,501512519513,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
0,1766200188319,501512519702,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200188419,501512519812,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200188579,501512519982,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200188760,501512520138,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88180.8,0,0,1000,0,0,0,0
0,1766200188880,501512520321,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
0,1766200188999,501512520458,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200189099,501512520578,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200189199,501512520823,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
0,1766200189339,501512521010,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
0,1766200189499,501512521105,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88181.1,0,0,1000,0,0,0,0
0,1766200189639,501512521383,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200189739,501512521585,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200189859,501512521695,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200189999,501512521755,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
0,1766200190120,501512522069,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200190240,501512522281,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200190379,501512522465,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
0,1766200190519,501512522738,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200190679,501512523206,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0
0,1766200190819,501512523663,rejected,BUY,NONE,DEMO,QtyStepMismatch,0,0,0,0,0,0,0,0,0,88171,0,0,1000,0,0,0,0
